Fonte de Recursos,Despesa,Liquidado,
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903632 - MANUT.E CONSERV.DE EQUIP.DE PROCES.DE DADOS,"               5.404,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903633 - SERVIÁOS TÈCNICOS DE PROFISSIONAIS DE TI,"              47.595,73",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903673 - FORNEC.ALIMENTACAO PREPARADA-OUTROS,"                 785,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903691 - LOCACAO DE IMOVEIS,"          31.555.445,81",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903699 - SERVICOS DIVERSOS DE CONSERVACAO E MANUTENCA,"               7.022,63",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903795 - SERVICOS DE VIGILANCIA,"         537.483.152,07",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903796 - SERVICOS DE LIMPEZA,"         647.433.835,51",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903799 - OUTROS SERVICOS,"         101.272.522,05",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903903 - CONDOMINIOS,"          19.860.606,12",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"       1.322.264.077,58",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903907 - SERV.DE FORNEC.E DISTRIBUICAO DE LEITE,"          96.557.608,46",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903912 - SERV.PROGRAMAS E APLIC.INFORMATICA TRANSF88,"              13.411,25",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903914 - EXAMES LABORATORIAIS,"          24.745.482,35",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"          39.062.271,88",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),"          15.682.277,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903918 - PROPAGANDA/PUBLICIDADE,"          13.396.717,92",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"          54.365.456,86",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903920 - INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88,"             150.595,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903921 - SERVICOS DE COMUNICACAO DE DADOS,"           6.773.999,13",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA,"             901.899,31",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903923 - DESP.MIUDAS E DE PRONTO PGTO.SEV.MIL.SEG.PES,"             379.726,74",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903924 - SERV.FORNECIM.E DISTRIB.DE CESTA BASICA,"           4.087.010,61",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903925 - SERVICOS DE CORREIOS,"          24.535.613,72",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903926 - PUBLICIDADE LEGAL,"             436.080,21",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"          27.155.544,17",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903928 - SERVICOS DE PUBLICIDADE INSTITUCIONAL,"         106.082.510,34",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903929 - SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA,"          51.697.284,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903930 - DESP.RELACIO.SOLUCAO DE DISPUTAS CONTRATUAIS,"              82.500,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903931 - SERVICOS DE APOIO AO ENSINO,"          30.996.388,53",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903932 - CONSER.E REPARO DE TRENS P/TRANSP.FERROVIARI,"         189.104.780,86",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","           4.273.864,89",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903940 - FRETES E TRANSPORTES,"          31.947.918,40",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903941 - SERVICO DE LAVANDERIA,"          61.973.132,37",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903942 - SEGURO DE VIDA,"           1.934.104,65",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","          11.007.010,62",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903944 - SEGURO DE VEICULO,"           3.001.115,81",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903945 - OUTROS SEGUROS,"           6.942.281,97",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","         563.467.072,65",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"          33.486.324,26",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903950 - SERVICOS DE MONITORIA,"           3.895.051,28",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE,"           1.006.824,86",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"           1.690.257,55",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","           2.450.324,15",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","             176.776,14",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903955 - INSCRICOES EM EVENTOS DIVERSOS,"             122.290,38",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"           2.178.290,09",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"           5.484.067,27",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","          15.155.464,43",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903959 - SERVICOS DE SOCORRO E SALVAMENTO,"             546.429,08",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903960 - REALIZACAO DE CONCURSO PUBLICO,"             209.599,16",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"           4.429.027,66",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB,"          11.762.873,78",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","           2.072.470,04",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903964 - CRECHE,"           7.772.197,60",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903965 - SERVICOS DE COPA, COPEIRAGEM","           9.499.385,02",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO,"           3.678.843,25",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL,"          31.598.465,06",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903968 - ATENDIMENTO DOMICILIAR A SAUDE (HOME CARE),"          13.628.115,13",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE,"          73.201.421,96",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR,"          96.335.878,57",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903972 - FORNEC.ALIMENTACAO PREPARADA-CUSTODIADOS,"         195.609.899,85",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"         135.948.839,66",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS,"       5.945.548.590,50",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"             918.853,84",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"         265.438.598,60",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"         240.764.554,40",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"         233.634.383,70",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"         182.484.543,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903983 - SERVICOS GRAFICOS,"          65.861.520,59",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"          22.511.647,61",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903989 - SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA,"           1.646.369,85",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903991 - LOCACAO DE IMOVEIS,"          64.220.316,29",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"          35.157.240,52",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903993 - VERBA DE REPRESENTACAO,"             825.803,43",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903994 - OPERACOES POLICIAIS,"           4.729.942,41",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"           5.365.975,59",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903999 - OUTROS SERVICOS DE TERCEIROS,"       2.530.947.193,01",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904007 - MANUTENÁ„O DE SOFTWARE,"          48.050.996,05",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904008 - LOCAÁ„O DE SOFTWARE,"             112.089,10",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904009 - DESENVOLVIMENTO DE SOFTWARE,"          18.928.516,78",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"          43.309.643,12",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904011 - SUPORTE DE INFRAESTRUTURA,"           8.292.568,04",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904012 - SUPORTE A USU·RIOS DE TI,"          14.184.051,97",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904013 - HOSPEDAGEM DE SISTEMAS,"          26.757.754,37",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904014 - LOCAÁ„O DE EQUIPAMENTOS DE TI,"          15.670.242,73",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904015 - MANUTENÁ„O DE EQUIPAMENTOS DE TI,"          16.870.149,16",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904016 - COMUNICAÁ„O DE DADOS,"          39.845.053,58",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904017 - ARMAZENAMENTO DE DADOS,"             212.749,74",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904018 - SALA COFRE,"           7.545.040,25",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904019 - SERVIÁOS DE DIGITAÁ„O E PREPARAÁ„O DE DADOS,"           1.366.620,21",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904020 - SERVIÁOS DE TELEFONIA DE VOZ SOBRE IP,"           3.040.952,49",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904021 - SERVIÁOS DE MENSAGERIA E COLABORAÁ„O,"             240.679,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904022 - SERVIÁOS DE IMPRESS„O DE ALTO VOLUME,"              23.060,04",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"         617.775.169,90",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904111 - CONTRIBUICOES CORRENTES A FUNDOS,"             780.000,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS,"          52.446.698,05",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES,"             176.030,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904114 - OUTRAS CONTRIBUICOES,"              16.981,77",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904117 - CONTRIBUICOES AO FUNDEB,"       8.062.501.207,84",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904501 - EQUALIZACAO DE PRECOS,"             200.000,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904601 - AUXILIO - ALIMENTACAO,"         277.955.203,95",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"       1.258.691.329,73",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904713 - IPTU,"           1.636.215,34",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904714 - IMPOSTO DE RENDA,"                  44,98",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904716 - PARCELAMENTO PASEP,"           6.998.435,37",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904718 - TAXA DE LIMPEZA PUBLICA,"             203.234,84",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"          27.904.448,61",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904722 - OUTRAS TAXAS,"           2.181.531,40",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904801 - AUXILIOS A PESSOAS FISICAS,"         114.935.118,33",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904804 - BOLSA-AUXILIO DA FRENTE DE TRABALHO,"          10.100.968,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904805 - BOLSA-AUXILIO PROGR.QUALIFICACAO PROFISSIONA,"             154.975,71",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904901 - AUXILIO - TRANSPORTE,"         435.722.955,25",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904903 - AUX.P/DESLOCAMENTO EXTRAORDIN·RIO-LC 1.320/1,"          47.148.560,48",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905011 - ENERGIA ELETRICA,"         540.564.257,28",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905012 - TELEFONIA FIXA,"          44.264.803,21",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905013 - AGUA E ESGOTOS,"         658.936.925,04",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905014 - GAS ENCANADO,"          21.973.669,54",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA,"          46.206.504,43",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905017 - TELEFONIA MOVEL CELULAR,"           4.004.910,10",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905919 - PENSIONISTAS DA REVOLUÁ„O DE 1932,"           9.286.185,45",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905920 - PENS„O A HANSENIANO,"           2.491.988,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905921 - PENS„O JUDICIAL DE CAR·TER INDENIZATÛRIO,"          38.137.920,20",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905922 - PENSIONISTAS - CARTEIRAS EXTINTAS,"           4.650.231,37",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905923 - INATIVOS - CARTEIRAS EXTINTAS,"          80.575.795,69",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905924 - RESTIT.CONTR.ß 1∫ ART.5∫ LEI N∫16.877-2018,"         249.490.531,32",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905925 - RESTIT.CONTR.ß 1∫ ART.6∫ LEI N∫16.877-2018,"         113.448.086,70",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909101 - SENTENCAS JUDICIAIS,"          18.889.390,80",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909102 - DESPESAS DECORRENTES DE ACOES JUDICIAIS,"             874.427,35",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909103 - CREDITOS DE NATUREZA ALIMENTICIA,"       2.905.855.219,27",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909105 - OBRIGACOES DE PEQUENO VALOR,"         916.453.564,77",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909211 - VALE-REFEICAO,"             175.098,64",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909212 - ALIMENTACAO PREPARADA,"             206.502,75",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909213 - GENEROS ALIMENTICIOS,"             375.133,14",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909214 - LIMPEZA,"             468.646,31",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909215 - VIGILANCIA,"             318.386,09",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909216 - ENERGIA ELETRICA,"           7.984.694,46",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909217 - TELEFONIA,"           1.209.089,92",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909218 - AGUA E ESGOTOS,"           9.789.486,95",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909219 - GAS,"              75.577,77",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"          53.744.331,94",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909221 - DIARIAS,"          12.569.923,63",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909222 - IMPOSTOS EM ATRASO,"              23.664,14",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"         324.701.991,21",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909308 - RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC,"           8.671.598,38",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909309 - RESSARCIMENTO DE AUXILIO PRE ESCOLAR,"             569.191,47",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909310 - INDENIZACOES A PRESOS POLITICOS,"              88.000,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909311 - INDENIZ.ADMINIST.REPARACAO DE DANOS,"           4.867.181,20",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909312 - RESSARCIM.DE GRATUIDADES DE TRANSPORTE,"         819.022.584,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909313 - AJUDA DE CUSTO-PESSOAL MILITAR,"             395.578,49",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"           1.682.538,61",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST,"             528.310,14",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909320 - CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA,"             534.901,24",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909321 - ETAPAS PAGAS A SERVIDORES,"           7.091.090,95",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909322 - AUXILIO-ENC.GER.DE GAB. DEPUTADO E AUX.HOSPE,"          20.531.962,68",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909323 - RESSARCI.DE TRANSP.P/LOCOMOCAO DE SERVIDORES,"              96.791,52",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909327 - INDENIZ.A P.FISICA DECOR.DE DECISAO JUDICIAL,"             502.775,49",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33910801 - OUTROS BENEFICIOS ASSIST.DO SERVIDOR/MILITAR,"           1.158.928,54",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33911401 - DI·RIAS PESSOAL CIVIL,"           1.090.955,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913002 - MATERIAL DE CONSUMO,"         154.985.857,15",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913348 - PASSAGENS E DESPESAS COM LOCOMOCAO,"           1.166.120,34",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913502 - SERVICOS DE CONSULTORIA,"              16.800,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913620 - OUTROS SERVICOS DE TERC-PESSOA FISICA,"              51.010,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913794 - LIMPEZA E VIGILANCIA,"          35.637.144,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33913981 - REFORMAS DE IMÛVEIS,INCLUS.INSTAL.HIDR.E ELE","          18.975.013,74",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913990 - OUTROS SERV.DE TERC. PESSOA JURIDICA,"          95.656.341,20",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33913996 - TAXA DE ADMINISTRACAO A SAO PAULO PREV-SPPRE,"         101.745.407,59",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33914090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"             729.724,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33914301 - SUBVENCOES SOCIAIS,"          22.770.430,11",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33914721 - OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,"           1.022.451,15",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33914901 - AUXÌLIO - TRANSPORTE,"             879.963,70",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33915018 - SERVICOS DE UTILIDADE PUBLICA,"           2.802.511,77",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33919203 - DESPESAS DE EXERCÌCIOS ANTERIORES,"              44.728,59",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33919301 - INDENIZACOES E RESTITUICOES DIVERSAS,"               4.182,09",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33919312 - RESSARCIMENTO DE GRATUIDADE DE TRANSPORTE,"         336.971.056,60",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44204211 - TRANSFERENCIAS,"           9.164.248,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS,"         629.056.282,74",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44405201 - TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE,"         120.842.835,59",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44409201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"          38.458.625,63",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44504201 - AUXILIOS PARA DESPESAS DE CAPITAL,"         117.332.486,55",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44504202 - AUXILIO A APM-PDDE PAULISTA-LEI 17.149/2019,"         224.332.489,88",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44704201 - AUXILIOS PARA DESPESAS DE CAPITAL,"             213.291,71",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"         220.511.429,07",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"44903501 - SERV. DE CONSULTORIA, ASSESSORIA E AUDITORIA","           2.969.928,83",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"             105.000,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"              21.000,00",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44903921 - SERVICOS DE COMUNICACAO DE DADOS,"                 649,78",
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44903999 - OUTROS SERVICOS DE TERCEIROS,"              46.633,20",
